,title,reviews,stars
160,Cheater,They always find a way to cheat the guest either by bringing more than required food or skip some thing that's included in the menu. Be aware,1
161,meat bonanza! for meat lovers! best ever Baklava in the world!,"Visited with my family and friends. Had to take a taxi as no bus/train goes there. 
atmosphere was electric! even though lunch time, birthday party was going on. entrance has a display of all cuts of meat available for you to chose and get it...More",4
162,PERFECT STEAKHOUSE,"Had one of the best ribs ever. Started with goat cheese salad - beef carpaccio - burgers and a delicious perfectly cooked ribs. 
Order was set by the chef nusret himself and was very welcoming. This place is Highly recommended. 
Reserve prior to visiting. U...More",5
163,Overrated,"To admit, this is one of the best steak restaurants in Istanbul, though with its irrational price policy, pushy waiters and uncomfortable seatings, alternatives may well worth a try. The AC is not enough to cool the place in summer and since the doors are...More",4
164,What is that?,"I think the last question of you What is that? Am i stupid ? If you are a foreigner price is acceptable but this just deceptive advertisement on Tv. I believe the taste is different for the each person but i know that, price &...More",4
165,VERY GOOD,"If you are a meat lover this is the place to be, we heard about the restaurant before we arrived Istanbul, our concierge at the hotel was very helpful to get us an early dinner booking. On our arrival the hostesses were extremely polite and...More",4
166,Wish I went twice,"If you are a meat lover this is THE place to be. The food is amazing and the famous baglawa with ice cream is just great. 
I wish they would add a kids option to be catered for younger visitors. 
The service was good but...More",5
167,Best burger in Istanbul :),"By far my favorite burger place in Istanbul! The meat is so juicy, the bread delicious, the french fries really good. The burger is at 25tl- great price for what you get, especially considering that in many popular restaurants you pay the same or even...More",5
168,Excellent steak,This steak house in Istanbul is a must for beef lovers. Menu is not huge but it cover your beef hunger. One of the best steak I have ever had. It's costly resturant but worth to try it. Don't miss the dessert,5
169,Best steak ever...but at a cost,"How this is only 3.5 stars is beyond me - I can only think it is because of the prices of the food and the fact that tables are hard to come by here. But once you are in, the food is so worth the...More",5
170,Very popular Restuarant in Istanbul,party of 20 wanted to have a meal with a difference and decided on Nusret. had to book early as this restaurant is always busy and in fact there was a queue when we arrived. the grills are served off the fire and really entertaining...More,4
171,Excellent food but...,Food and service at this restaurant was excellent but the location and the ambience of the hotel is not romantic at all and not for couples.,4
172,Still a great place for unforgetable burgers in Istanbul,"This isn't my first review on this restaurant, but went there again while in Istanbul this May, and still excellent burgers and fries, the cheesburger plate with fries, is at 28TL almost 11$, and I wonder why the bad reviews. The most expensive dish is...More",4
173,Great food!,Great food and the service is amazing! Nusret himself was there and he cut the rib order we had! the dessert was just excellent,5
174,Disaster,"After having it in Dubai I thought it's original home will only be better!
Every meat item we had was dry and difficult to chew. We asked for Medium and most of the beef we got was well done. 
A far cry from the Dubai...More",1
175,Very good ...but expensive,"The Restaourant is great ....the food was very very good,we did go 6 persons and drink 3 bottles of red wine, my opinion is that the food is very expensive ...but the service is very good...I will do visit again ...but I will be careful...More",4
176,Non arabic,"If you want to meet Gulf arabic ....This us the place... smell bad...
Honestly in turkey we don't need this kind of place...so good before you opened in dubai",1
177,"if you haven't tried Fiorentina steak, you could think this is good meat","you may think this is good meat only if:
-you never had a good Bistecca Fiorentina 
-you never had a good NY T-bone steak
-you never had a British aged beef
-you never grill your own beef
-you have never been to a Brazilian Churasceria...More",2
178,"Meat, meat and some more meat","If you like red meat, then this is the place in Istanbul and probably the MEA. 

We took it easy on our first visit and were astounded by the locals consuming huge plates of steak, meatballs and lamb cooked various ways.  This is not a...More",5
